,Unnamed: 0,OD_Algo,pen-local-unsupervised-ad.csv,pen-global-unsupervised-ad.csv,breast-cancer-unsupervised-ad.csv,speech-unsupervised-ad.csv,aloi-unsupervised-ad.csv,shuttle-unsupervised-ad.csv,letter-unsupervised-ad.csv,satellite-unsupervised-ad.csv,annthyroid-unsupervised-ad.csv,kdd99-unsupervised-ad.csv
0,0,ISO,0.9585626121059192,0.8569535169932785,0.9173838209982788,0.5389755429172063,0.5860075658258879,0.992852412870238,0.7693061224489797,0.9252744129094328,0.5955654889474007,0.9789073546229641
1,1,KNN,0.98203265132399,0.9616586197103096,0.9340218014916809,0.5073624641027085,0.6889171067855077,0.9714522523018329,0.9110068027210884,0.9077382253903004,0.7314518400587839,0.9728189286987103
2,2,KthNN,0.9806037758793664,0.9692953390766512,0.9432013769363168,0.5028905531467612,0.6599615498610902,0.9717860776338809,0.8944489795918367,0.8958324222678969,0.715196864858245,0.9801634172252303
3,3,LOF,0.9852856230808986,0.7942503707911263,0.9391853126792886,0.5155977250971339,0.7869243554669366,0.5877997567778492,0.8984897959183673,0.9481020684829666,0.7922099075378117,0.6190577743583693
4,4,CBLOF,0.7741160733286718,0.3944586449556629,0.19908204245553648,0.40496837284381626,0.5217717662424386,0.09080171330717662,0.7542993197278911,0.3757106310403639,0.6702443206172309,0.8025569290631261
5,5,uCBLOF,0.9647037363572798,0.958345167092682,0.9472174411933448,0.4952043095519642,0.5954027611877674,0.9933502972248062,0.8678775510204082,0.9179549131936852,0.6638699406037598,0.998046243988443
6,6,LOoP,0.982519077007266,0.8239452175833886,0.9300057372346529,0.5328941194136306,0.8059196430484433,0.5615912069052057,0.8968299319727892,0.934425154152272,0.7723354356744841,0.0
7,7,LDCOF,0.8441917733256316,0.512890908517151,0.5628227194492255,0.4885926384743886,0.597379976110385,0.9922676452625568,0.7460272108843538,0.9342174312327808,0.5936990998714102,0.9362451508211999
8,8,HBOS,0.9643997203052321,0.7546467228375776,0.8703384968445209,0.500882181804531,0.5815998074368479,0.995904231724006,0.8017823129251701,0.9454235361000568,0.7824321841895783,0.9812345660060225
9,9,OCSVM,0.9186757060772809,0.9300388147306636,0.9454962707974756,0.5593971132008183,0.5753050702047579,0.9905741097587728,0.7762857142857142,0.9143634932435388,0.5124597391464086,0.9658364322977181
10,10,Nu-OCSVM,0.9244520110661842,0.9249266306920384,0.9454962707974756,0.5495429547459504,0.5746169939436789,0.991397487825516,0.7713605442176871,0.909662395591901,0.5124597391464086,0.9607848971057035
