,Unnamed: 0,OD_Algo,pen-local-unsupervised-ad.csv,pen-global-unsupervised-ad.csv,breast-cancer-unsupervised-ad.csv,speech-unsupervised-ad.csv,aloi-unsupervised-ad.csv,shuttle-unsupervised-ad.csv,letter-unsupervised-ad.csv,satellite-unsupervised-ad.csv,annthyroid-unsupervised-ad.csv,kdd99-unsupervised-ad.csv
0,0,ISO,0.965311768461375,0.583293887468838,0.63798049340218,0.525311109859789,0.609577999793778,0.789390841384048,0.808462585034014,0.461084750951152,0.654614536770559,0.97620335800866
1,1,KNN,0.961937190283647,0.595790337341033,0.721744119334481,0.544184169529065,0.657083173756776,0.886687727574885,0.819931972789116,0.446883062929112,0.744618210764803,0.940442890534981
2,2,KthNN,0.961207551758733,0.591056833601565,0.735513482501434,0.539810800157667,0.643884351186268,0.857658988072535,0.81308843537415,0.449629925219749,0.734376951809442,0.931795445449197
3,3,LOF,0.924847231933846,0.601628325286377,0.709695926563396,0.54424047900595,0.677732659273027,0.835319443733157,0.769755102040816,0.445199414002711,0.781677790704794,0.905001613006635
4,4,CBLOF,0.263247499467972,0.476569156489634,0.402180149168101,0.420838260412561,0.42613089562845,0.433278171385243,0.339931972789116,0.554592863077798,0.549477680484967,0.745332242117601
5,5,uCBLOF,0.962970844860608,0.582599640253716,0.736087205966724,0.543414606678304,0.626200478818946,0.811750182875234,0.794557823129252,0.444231862509293,0.681546751576756,0.816595012600039
6,6,LOoP,0.933876508679658,0.585565969263782,0.633964429145152,0.544705032190251,0.69643461333819,0.845215471741668,0.751374149659864,0.454806599029169,0.745319943665422,0
7,7,LDCOF,0.796567658772383,0.537773359840954,0.586345381526104,0.516906920434709,0.595561751887244,0.787658068282084,0.541816326530612,0.476325053570648,0.59826954871104,0.827993934588361
8,8,HBOS,0.960325905207795,0.659503297674272,0.648881239242685,0.537952587420463,0.623276656873353,0.804418408344665,0.84312925170068,0.511359163860585,0.776710550486804,0.868023144293621
9,9,OCSVM,0.951053415620345,0.482817381425731,0.604130808950086,0.438444356851925,0.627484456350567,0.755668597207455,0.767619047619048,0.413461538461538,0.471958851264466,0.592407627558587
10,10,Nu-OCSVM,0.950354178700635,0.466849695477926,0.65978198508319,0.493233477860991,0.622307452470736,0.73448600147727,0.747115646258503,0.415358376700048,0.471958851264466,0.607541134616535
11,11,RED1,0.952907913537835,0.656032061598662,0.700516351118761,0.540655442310941,0.622432184426756,0.784797112316606,0.841469387755102,0.513316132417895,0.569646684220195,0.805451862719778
12,12,RED2,0.967500684036117,0.6868313925968,0.653471026965003,0.541631473243614,0.601880885919947,0.820273455484562,0.843238095238095,0.539981195609393,0.707839079052109,0.986373103974099
