,Unnamed: 0,OD_Algo,pen-local-unsupervised-ad.csv,pen-global-unsupervised-ad.csv,breast-cancer-unsupervised-ad.csv,speech-unsupervised-ad.csv,aloi-unsupervised-ad.csv,shuttle-unsupervised-ad.csv,letter-unsupervised-ad.csv,satellite-unsupervised-ad.csv,annthyroid-unsupervised-ad.csv,kdd99-unsupervised-ad.csv
0,0,ISO,0.9061806463381268,0.9329104736659408,0.9627079747561677,0.4541828556412711,0.5690745681166485,0.9875418332672156,0.7722312925170068,0.9525626448594045,0.5298861061784337,0.9765917036851752
1,1,KNN,0.9475268294165932,0.9105367793240556,0.8829604130808949,0.44681569908215546,0.6259201597193953,0.9377113830055848,0.8503809523809525,0.946380154808239,0.6483166983038393,0.9857393426177098
2,2,KthNN,0.9410208859027756,0.9087064912114614,0.8829604130808949,0.4459616720160669,0.6110418357285439,0.9291348593701548,0.8388299319727891,0.9465988105129662,0.6295517727022228,0.986201932878857
3,3,LOF,0.9290730550573071,0.9112941399223704,0.8743545611015491,0.4627325112149708,0.6875392245873775,0.5480399418366304,0.8452517006802721,0.9385686797568548,0.7176657889902639,0.8516490105086612
4,4,CBLOF,0.553886845225428,0.4364290447789453,0.2398164084911073,0.5694952793888546,0.5136248250237467,0.8831303551996313,0.34662585034013604,0.1152479555691608,0.5222533831363665,0.6275973595805044
5,5,uCBLOF,0.9337549022588392,0.8985452365174036,0.8760757314974182,0.4450137958218368,0.5793998548857655,0.8321435423448847,0.828312925170068,0.9449206279791841,0.5435013165146041,0.9418643048165901
6,6,LOoP,0.9156963487672148,0.9119568304458959,0.8646012621916236,0.4678754434371304,0.7089311177188453,0.501564586487947,0.8329659863945579,0.9319762102593256,0.7148662053762782,0.0
7,7,LDCOF,0.9270361475085884,0.5336867682792136,0.7005163511187608,0.4988175009854158,0.5009322395532035,0.8526763226828732,0.5186938775510205,0.653343245725281,0.5044920702957565,0.561041621766863
8,8,HBOS,0.9081263490712308,0.8865221370191548,0.9638554216867471,0.4518084726992886,0.5439450683925039,0.9975305792106466,0.7664625850340135,0.9490477544059124,0.7667785193803196,0.9951479773365857
9,9,OCSVM,0.9558568692426959,0.8732525482028464,0.525530694205393,0.5457420650562156,0.5806382331371099,0.8492504217404829,0.5652517006802721,0.4696833865395549,0.5334909068642459,0.9684684512658032
10,10,Nu-OCSVM,0.9551576323229868,0.6203098867114771,0.4908204245553643,0.5007883326763894,0.5796727391684342,0.8814964914198329,0.4488027210884353,0.4947495298902349,0.5334909068642459,0.9614456814340364
