,Unnamed: 0,OD_Algo,pen-local-unsupervised-ad.csv,pen-global-unsupervised-ad.csv,breast-cancer-unsupervised-ad.csv,speech-unsupervised-ad.csv,aloi-unsupervised-ad.csv,shuttle-unsupervised-ad.csv,letter-unsupervised-ad.csv,satellite-unsupervised-ad.csv,annthyroid-unsupervised-ad.csv,kdd99-unsupervised-ad.csv
0,0,ISO,0.960021889155747,0.605383571586355,0.641422834193918,0.545882838748428,0.622602236683057,0.799870847152484,0.78665306122449,0.465889710062536,0.525054803747474,0.965213315831942
1,1,KNN,0.953637552062749,0.566316387389946,0.741824440619621,0.530923287722657,0.64204450601347,0.849293888845999,0.79734693877551,0.420313661608431,0.646282530157369,0.871816230797433
2,2,KthNN,0.950931809199525,0.559279245163937,0.753298909925416,0.525475345834037,0.638371427493769,0.831724438934195,0.78708843537415,0.420901298814886,0.630465984936624,0.8599037296787
3,3,LOF,0.919192533365762,0.632112089368551,0.698221457257602,0.536563620323967,0.595373314849235,0.791996931314075,0.768394557823129,0.439765819740237,0.735755311983344,0.828378019173169
4,4,CBLOF,0.32359468579941,0.508693868534823,0.768789443488239,0.477795296281697,0.472883786084388,0.529541146864037,0.331986394557823,0.637129925219749,0.662917151429796,0.701571259851368
5,5,uCBLOF,0.934058918310887,0.539934993215311,0.756741250717154,0.524654165962798,0.627521002729987,0.750822550000548,0.777265306122449,0.421661127388814,0.552307880717654,0.665185070343695
6,6,LOoP,0.93120116742164,0.605825365268705,0.592656339644291,0.541903635715224,0.611694579173184,0.79083674687698,0.774775510204082,0.457332072418769,0.729624027922356,0
7,7,LDCOF,0.4993615662907,0.52393575057591,0.606425702811245,0.536047450119188,0.420725867449239,0.503940372099826,0.517122448979592,0.460177329776534,0.504724756597881,0.723359987010662
8,8,HBOS,0.943726628765999,0.505301524188204,0.577165806081469,0.546943333896428,0.566621441219585,0.587044840676242,0.835877551020408,0.499918004110727,0.686032698548772,0.601263751693651
9,9,OCSVM,0.94047365700909,0.453722111773802,0.442340791738382,0.525292340034161,0.619491037823438,0.722347009674616,0.73908843537415,0.399330913543534,0.451339170901966,0.519025059583795
10,10,Nu-OCSVM,0.93983522329979,0.444949351509988,0.516924842226047,0.524560316834657,0.606220852170063,0.697728983871054,0.720013605442177,0.405945248611536,0.451339170901966,0.525605906546602
11,11,RED1,0.950566989937069,0.597715295528417,0.737808376362593,0.541124687951649,0.634181873308265,0.77229461219367,0.818380952380952,0.457050553198933,0.462799583613986,0.695410244865971
12,12,RED2,0.968564740218283,0.643409384960081,0.728055077452668,0.543527225632074,0.625467542574579,0.81833532196615,0.82912925170068,0.502847990554074,0.653212907966444,0.860821557544592
