,Unnamed: 0,OD_Algo,pen-local-unsupervised-ad.csv,pen-global-unsupervised-ad.csv,breast-cancer-unsupervised-ad.csv,speech-unsupervised-ad.csv,aloi-unsupervised-ad.csv,shuttle-unsupervised-ad.csv,letter-unsupervised-ad.csv,satellite-unsupervised-ad.csv,annthyroid-unsupervised-ad.csv,kdd99-unsupervised-ad.csv
0,0,ISO,0.017348941124569,0.155011465242289,0.173638872493389,0.017472267039337,0.06091206964597,0.10965431112479,0.165480523624837,0.058346690578299,0.044284749713752,0.085830375624314
1,1,KNN,0.019607373512473,0.15599581835702,0.07747476639374,0.016934398722041,0.083115048836898,0.14326343844128,0.180936734580421,0.045896123143922,0.049155529499595,0.026386286962922
2,2,KthNN,0.019207175377777,0.154348664988197,0.079243224916975,0.016724343331722,0.080283175492594,0.130759667697082,0.175584226390073,0.044835424154578,0.046716618502889,0.024782137942729
3,3,LOF,0.015673026582158,0.218719387437825,0.039971718591523,0.017341835472263,0.050765419913536,0.073703299972619,0.163006522247857,0.039041520799122,0.080143745933169,0.006896992734336
4,4,CBLOF,0.018742774039977,0.128939245577794,0.082163583175436,0.014637987589507,0.033729094508164,0.044145979451349,0.044277643960908,0.024905179726856,0.085189518163673,0.00893467138207
5,5,uCBLOF,0.013656725905067,0.150049879046061,0.079638206131289,0.016639766349276,0.074785135308144,0.095413153536002,0.155362142433979,0.042576126718694,0.039596729977538,0.012266736730566
6,6,LOoP,0.012525721951454,0.197969129384802,0.031400483105912,0.017390415455691,0.054447621161307,0.090900563929919,0.162187639749081,0.052419611028138,0.080289854098123,0
7,7,LDCOF,0.000743731406715,0.157732110361533,0.076103896103896,0.031421003874685,0.199546210623878,0.206508535988425,0.159307745825603,0.026208974192429,0.034626105849223,0.008793661084964
8,8,HBOS,0.018344211400943,0.129304064174777,0.173261250032929,0.017626009270546,0.101822832705973,0.119585750627393,0.216311852442062,0.062110922922517,0.070707285549026,0.018498196708484
9,9,OCSVM,0.016334988369571,0.134839071896861,0.055524615728383,0.01670471496211,0.075462841638661,0.087559062417624,0.151938296442695,0.044470602634023,0.030358827155481,0.011629405684589
10,10,Nu-OCSVM,0.016415510658454,0.133488453222395,0.059193639670177,0.01668050826967,0.074421236920992,0.08638803268192,0.148272995827562,0.044590013983162,0.030358827155481,0.011624643951358
11,11,RED1,0.016852350393925,0.147925359269925,0.184332136859139,0.017498379164825,0.083168354810545,0.100952865904374,0.184779253251458,0.059978497687307,0.031484127072409,0.012389506503837
12,12,RED2,0.024446563688596,0.172058679250877,0.183295060689511,0.017499364033325,0.061743923603509,0.128996299122966,0.195121652328478,0.047405053164712,0.054549598153637,0.075349980999793
