,Unnamed: 0,OD_Algo,pen-local-unsupervised-ad.csv,pen-global-unsupervised-ad.csv,breast-cancer-unsupervised-ad.csv,speech-unsupervised-ad.csv,aloi-unsupervised-ad.csv,shuttle-unsupervised-ad.csv,letter-unsupervised-ad.csv,satellite-unsupervised-ad.csv,annthyroid-unsupervised-ad.csv,kdd99-unsupervised-ad.csv
0,0,ISO,0.015278018626295,0.533799727000223,0.240522987324584,0.014924015070484,0.038718327600962,0.157130043155915,0.218643081953904,0.456983601295993,0.063213230247774,0.203563547122125
1,1,KNN,0.019468791701632,0.555130682536923,0.267116804464644,0.015074662261378,0.081092985828434,0.236558784816899,0.290259806881627,0.405922832456152,0.069554926623205,0.136480098294578
2,2,KthNN,0.018057718011202,0.549542774104115,0.28062743039763,0.014508219554932,0.070421678018332,0.199317550532325,0.269327420523795,0.406258513064539,0.065437682997365,0.128400641940424
3,3,LOF,0.024031632183313,0.488490695821458,0.422340505311676,0.014804030751381,0.078106831115833,0.044293757954877,0.3305589660977,0.305435920149503,0.081266479185631,0.006823417280935
4,4,CBLOF,0.000917256591412,0.07129835643669,0.016224877140882,0.026293071347085,0.030498852960807,0.038934253246177,0.051901699756166,0.007513510111898,0.12963168505116,0.005751025315
5,5,uCBLOF,0.017115338257079,0.509304601030174,0.436396125231978,0.013986042403491,0.056797315302445,0.239416742635052,0.305065556908951,0.408150028739602,0.053972074233183,0.062465432909784
6,6,LOoP,0.024271887431733,0.466255581161496,0.462159926690465,0.015274274265346,0.094062605565783,0.043436989722427,0.32044988949003,0.259050892105242,0.07605776168034,0
7,7,LDCOF,0.014428422830074,0.435088014617616,0.378813244047619,0.014176571511777,0.055352830943449,0.143988707551112,0.180336617405583,0.268777993208387,0.056085019947414,0.039662540159089
8,8,HBOS,0.014014995425225,0.556634469954948,0.433950484541413,0.015181570316165,0.043174769288564,0.218678167972238,0.18426162842525,0.477591712464607,0.118525581591357,0.403497772399357
9,9,OCSVM,0.012851700205422,0.503841776513971,0.260146579371544,0.018323360470963,0.058294876405839,0.073675542514742,0.236715409413525,0.415915204159386,0.029584158628749,0.061952944509345
10,10,Nu-OCSVM,0.012685261396684,0.497792574967396,0.262067082157914,0.015191511054127,0.058122030149416,0.077296373165702,0.244447846488304,0.413514688667244,0.029584158628749,0.062015303965615
11,11,RED1,0.013576411505442,0.56324304489419,0.257927042137568,0.015771725924293,0.053159899225616,0.044938424847581,0.208054093558358,0.476490594654528,0.048251009730416,0.107226284267285
12,12,RED2,0.015348672354809,0.531721653034844,0.374956248630228,0.01552685230412,0.040976505369747,0.218920428714162,0.219338812496113,0.4584938994068,0.063513416926823,0.227216585528594
