,Unnamed: 0,OD_Algo,pen-local-unsupervised-ad.csv,pen-global-unsupervised-ad.csv,breast-cancer-unsupervised-ad.csv,speech-unsupervised-ad.csv,aloi-unsupervised-ad.csv,shuttle-unsupervised-ad.csv,letter-unsupervised-ad.csv,satellite-unsupervised-ad.csv,annthyroid-unsupervised-ad.csv,kdd99-unsupervised-ad.csv
0,0,ISO,0.930410725686316,0.9308592887121714,0.9644291451520368,0.4541547009028287,0.5644120591446518,0.9746473648258374,0.7503129251700681,0.955115450212096,0.5625197477190619,0.9762552342134296
1,1,KNN,0.9800261453804762,0.9742497396572944,0.9598393574297188,0.4615828593952361,0.6800181749887515,0.9526388940908432,0.8903809523809524,0.9654523986530807,0.7392492805094605,0.9843890594078082
2,2,KthNN,0.9741890371811632,0.9774685222001326,0.9609868043602984,0.4520806351708993,0.6485712290608774,0.9467079527732192,0.8610952380952381,0.9653922683342808,0.7214934786602167,0.9884261224148247
3,3,LOF,0.9650685556197368,0.8594780523209946,0.9609868043602984,0.4782833117480338,0.7605494750935587,0.5189583589715367,0.9073605442176872,0.9716130231337736,0.7505413018186271,0.6293360793952945
4,4,CBLOF,0.8847171130635698,0.4087222695572595,0.20539300057372348,0.5429265912119676,0.5493371937469201,0.8292648785023059,0.7121904761904762,0.10218874360432063,0.6838429979793031,0.39457036017468683
5,5,uCBLOF,0.9416593196120756,0.9626053204582032,0.9558232931726908,0.451010755110085,0.5752397888857941,0.983768322875494,0.8800272108843537,0.9656874535356628,0.6286020451901291,0.9980904477197722
6,6,LOoP,0.9720609248168304,0.8752248414276247,0.9609868043602984,0.502932785254425,0.7742843158785594,0.4879538280481053,0.91421768707483,0.9596853544408974,0.7280399240707855,0.0
7,7,LDCOF,0.9318396011309398,0.9673388241976709,0.7816982214572576,0.5190419880999305,0.5851494094105085,0.9913299685818946,0.8344761904761905,0.9158120872873572,0.504956218235258,0.9821126863918779
8,8,HBOS,0.940960082692366,0.8826406639527912,0.9581181870338497,0.4516207744430054,0.5571345590821604,0.9945506110236758,0.7565986394557823,0.9531256832990772,0.8079713428448962,0.9933548384580313
9,9,OCSVM,0.8678746237801356,0.9569882293540344,0.961560527825588,0.5071888432156465,0.5562594127850506,0.9887257640948968,0.7766666666666667,0.9468939957143482,0.4621725552629968,0.9732626152645687
10,10,Nu-OCSVM,0.8436141428267411,0.957366909653192,0.9627079747561677,0.3925896728419393,0.553927865370057,0.9896889706933358,0.7724625850340137,0.9448604976603838,0.4621725552629968,0.9671767792312271
